dep;sexe;jour;hosp;rea;hosp - rea;rad;dc;dc ehpad;hosp quot;rea quot;rad quot;dc quot;dc ehpad quot;lits réa;hosp off;rea off;rad off;dc off
64;2;26/03/2020;14;1;13;8;2;;-1;0;5;1;0;;;;;
65;0;26/03/2020;15;2;13;5;1;;8;0;2;1;0;;;;;
65;1;26/03/2020;10;2;8;2;0;;4;0;1;0;0;;;;;
65;2;26/03/2020;5;0;5;3;1;;4;0;1;1;0;;;;;
66;0;26/03/2020;113;35;78;29;8;;15;5;6;1;0;;;;;
66;1;26/03/2020;54;22;32;11;4;;7;2;2;1;0;;;;;
66;2;26/03/2020;59;13;46;18;4;;8;3;4;0;0;;;;;
67;0;26/03/2020;727;204;523;224;93;;37;20;75;13;0;;;;;
67;1;26/03/2020;432;159;273;119;54;;22;13;43;7;0;;;;;
67;2;26/03/2020;288;44;244;105;38;;13;6;32;6;0;;;;;
68;0;26/03/2020;878;119;759;373;268;;76;13;48;29;0;;;;;
68;1;26/03/2020;472;88;384;197;159;;31;8;28;19;0;;;;;
68;2;26/03/2020;399;27;372;174;106;;43;2;22;9;0;;;;;
69;0;26/03/2020;644;114;530;168;66;;74;-2;39;14;0;;;;;
69;1;26/03/2020;327;80;247;59;31;;36;0;19;9;0;;;;;
69;2;26/03/2020;307;30;277;78;28;;42;0;20;5;0;;;;;
70;0;26/03/2020;62;22;40;13;6;;18;4;2;0;0;;;;;
70;1;26/03/2020;37;14;23;5;6;;12;4;1;0;0;;;;;
70;2;26/03/2020;25;8;17;8;0;;6;0;1;0;0;;;;;
71;0;26/03/2020;149;22;127;140;29;;40;3;21;4;0;;;;;
71;1;26/03/2020;82;15;67;50;13;;22;1;12;2;0;;;;;
71;2;26/03/2020;66;7;59;89;16;;18;2;8;2;0;;;;;
72;0;26/03/2020;39;5;34;20;2;;13;2;7;1;0;;;;;
72;1;26/03/2020;29;5;24;7;1;;11;2;3;1;0;;;;;
72;2;26/03/2020;10;0;10;13;1;;2;0;4;0;0;;;;;
73;0;26/03/2020;52;13;39;19;2;;11;6;1;0;0;;;;;
73;1;26/03/2020;28;11;17;9;2;;7;6;1;0;0;;;;;
73;2;26/03/2020;24;2;22;10;0;;10;2;0;0;0;;;;;
74;0;26/03/2020;135;37;98;97;16;;19;6;13;1;0;;;;;
74;1;26/03/2020;84;29;55;54;8;;13;7;5;1;0;;;;;
74;2;26/03/2020;51;8;43;41;8;;13;2;7;0;0;;;;;
75;0;26/03/2020;1493;375;1118;353;139;;204;47;62;27;0;;;;;
75;1;26/03/2020;917;269;648;196;94;;107;32;37;18;0;;;;;
75;2;26/03/2020;560;106;454;153;45;;95;15;24;9;0;;;;;
76;0;26/03/2020;151;39;112;18;14;;26;12;3;1;0;;;;;
76;1;26/03/2020;87;24;63;9;10;;12;5;1;0;0;;;;;
76;2;26/03/2020;64;15;49;9;4;;14;7;2;1;0;;;;;
77;0;26/03/2020;271;98;173;85;20;;55;20;16;5;0;;;;;
77;1;26/03/2020;169;64;105;41;14;;37;15;5;2;0;;;;;
77;2;26/03/2020;100;33;67;44;6;;18;5;11;3;0;;;;;
78;0;26/03/2020;414;100;314;112;43;;84;13;26;6;0;;;;;
78;1;26/03/2020;260;74;186;64;25;;61;10;16;3;0;;;;;
78;2;26/03/2020;149;25;124;48;18;;23;2;10;3;0;;;;;
79;0;26/03/2020;15;1;14;13;1;;4;0;0;0;0;;;;;
79;1;26/03/2020;6;1;5;6;0;;1;0;0;0;0;;;;;
79;2;26/03/2020;9;0;9;7;1;;3;0;0;0;0;;;;;
80;0;26/03/2020;169;42;127;47;20;;7;3;8;4;0;;;;;
80;1;26/03/2020;109;31;78;20;10;;4;4;4;3;0;;;;;
80;2;26/03/2020;57;11;46;26;10;;2;-1;4;1;0;;;;;
81;0;26/03/2020;24;10;14;6;1;;8;3;1;0;0;;;;;
81;1;26/03/2020;11;5;6;4;1;;4;2;1;0;0;;;;;
81;2;26/03/2020;13;5;8;2;0;;4;1;1;0;0;;;;;
82;0;26/03/2020;3;2;1;2;1;;0;1;0;0;0;;;;;
82;1;26/03/2020;3;2;1;0;1;;0;1;0;0;0;;;;;
82;2;26/03/2020;0;0;0;2;0;;0;0;0;0;0;;;;;
83;0;26/03/2020;103;32;71;132;12;;10;2;7;4;0;;;;;
83;1;26/03/2020;60;23;37;66;6;;3;0;4;3;0;;;;;
83;2;26/03/2020;42;9;33;66;6;;7;2;3;1;0;;;;;
84;0;26/03/2020;35;10;25;27;3;;2;1;6;0;0;;;;;
84;1;26/03/2020;20;7;13;13;2;;1;1;3;0;0;;;;;
84;2;26/03/2020;15;3;12;14;1;;1;0;3;0;0;;;;;
85;0;26/03/2020;46;9;37;10;2;;13;2;2;1;0;;;;;
85;1;26/03/2020;33;8;25;4;1;;11;2;1;0;0;;;;;
85;2;26/03/2020;13;1;12;6;1;;2;0;1;1;0;;;;;
86;0;26/03/2020;24;6;18;13;4;;9;6;4;0;0;;;;;
86;1;26/03/2020;15;6;9;6;0;;10;6;1;0;0;;;;;
86;2;26/03/2020;9;0;9;7;4;;-1;0;3;0;0;;;;;
87;0;26/03/2020;23;4;19;3;4;;3;-1;1;1;0;;;;;
87;1;26/03/2020;11;2;9;1;3;;1;-1;1;1;0;;;;;
87;2;26/03/2020;12;2;10;2;1;;2;0;0;0;0;;;;;
88;0;26/03/2020;101;17;84;57;47;;-9;-1;13;6;0;;;;;
88;1;26/03/2020;58;13;45;26;28;;-6;-1;5;7;0;;;;;
88;2;26/03/2020;42;4;38;31;19;;-3;0;8;-1;0;;;;;
89;0;26/03/2020;35;12;23;2;3;;3;1;1;1;0;;;;;
89;1;26/03/2020;19;8;11;2;2;;2;1;1;1;0;;;;;
89;2;26/03/2020;16;4;12;0;1;;1;0;0;0;0;;;;;
90;0;26/03/2020;137;30;107;52;35;;-1;3;10;5;0;;;;;
90;1;26/03/2020;79;22;57;29;21;;-1;2;3;4;0;;;;;
90;2;26/03/2020;58;8;50;23;14;;0;1;7;1;0;;;;;
91;0;26/03/2020;416;93;323;68;15;;56;14;10;3;0;;;;;
91;1;26/03/2020;253;63;190;39;10;;36;8;4;1;0;;;;;
91;2;26/03/2020;162;30;132;29;5;;20;6;6;2;0;;;;;
92;0;26/03/2020;851;221;630;227;56;;111;34;35;9;0;;;;;
92;1;26/03/2020;532;171;361;112;36;;75;28;14;6;0;;;;;
92;2;26/03/2020;303;49;254;114;20;;31;6;21;3;0;;;;;
93;0;26/03/2020;547;120;427;100;68;;84;19;20;21;0;;;;;
93;1;26/03/2020;333;79;254;56;35;;50;14;11;11;0;;;;;
93;2;26/03/2020;203;38;165;44;31;;29;5;9;10;0;;;;;
94;0;26/03/2020;651;152;499;181;52;;101;7;28;18;0;;;;;
94;1;26/03/2020;385;112;273;102;31;;62;10;20;9;0;;;;;
94;2;26/03/2020;254;40;214;79;21;;40;-1;8;9;0;;;;;
95;0;26/03/2020;489;110;379;184;67;;48;1;29;14;0;;;;;
95;1;26/03/2020;305;82;223;104;44;;35;-1;16;10;0;;;;;
95;2;26/03/2020;184;28;156;80;23;;13;2;13;4;0;;;;;
971;0;26/03/2020;21;7;14;4;0;;15;1;4;0;0;;;;;
971;1;26/03/2020;12;6;6;3;0;;7;1;3;0;0;;;;;
971;2;26/03/2020;9;1;8;1;0;;8;0;1;0;0;;;;;
972;0;26/03/2020;29;11;18;13;1;;7;4;1;0;0;;;;;
972;1;26/03/2020;16;6;10;6;0;;3;1;0;0;0;;;;;
972;2;26/03/2020;11;4;7;7;1;;2;2;1;0;0;;;;;
973;0;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
973;1;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
973;2;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
974;0;26/03/2020;3;3;0;0;0;;0;0;0;0;0;;;;;
974;1;26/03/2020;3;3;0;0;0;;0;0;0;0;0;;;;;
974;2;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
976;0;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
976;1;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
976;2;26/03/2020;0;0;0;0;0;;0;0;0;0;0;;;;;
1;0;27/03/2020;49;9;40;17;2;;16;3;0;0;0;5000;15732;3787;5698;1995
1;1;27/03/2020;33;8;25;10;0;;11;3;0;0;0;;;;;
1;2;27/03/2020;16;1;15;7;2;;5;0;0;0;0;;;;;
2;0;27/03/2020;132;35;97;90;37;;8;0;-12;1;0;;;;;
2;1;27/03/2020;71;20;51;38;28;;4;-1;-4;1;0;;;;;
2;2;27/03/2020;61;15;46;52;9;;4;1;-8;0;0;;;;;
3;0;27/03/2020;18;2;16;27;4;;3;1;1;2;0;;;;;
3;1;27/03/2020;5;0;5;11;2;;1;0;0;2;0;;;;;
3;2;27/03/2020;12;1;11;16;2;;2;1;1;0;0;;;;;
4;0;27/03/2020;11;1;10;18;0;;2;0;2;0;0;;;;;
4;1;27/03/2020;6;1;5;7;0;;1;0;1;0;0;;;;;
4;2;27/03/2020;5;0;5;11;0;;1;0;1;0;0;;;;;
5;0;27/03/2020;32;7;25;22;1;;3;1;2;0;0;;;;;
5;1;27/03/2020;16;4;12;13;0;;0;1;2;0;0;;;;;
5;2;27/03/2020;16;3;13;9;1;;3;0;0;0;0;;;;;
6;0;27/03/2020;99;22;77;99;12;;14;4;4;0;0;;;;;
6;1;27/03/2020;60;19;41;42;5;;8;3;1;0;0;;;;;
6;2;27/03/2020;37;2;35;55;7;;6;1;3;0;0;;;;;
7;0;27/03/2020;54;9;45;45;9;;2;2;6;4;0;;;;;
7;1;27/03/2020;22;4;18;18;6;;-1;1;4;2;0;;;;;
7;2;27/03/2020;18;1;17;26;2;;2;0;2;1;0;;;;;
8;0;27/03/2020;14;8;6;2;0;;1;1;0;0;0;;;;;
8;1;27/03/2020;8;5;3;2;0;;1;1;0;0;0;;;;;
8;2;27/03/2020;6;3;3;0;0;;0;0;0;0;0;;;;;
9;0;27/03/2020;8;1;7;4;0;;1;-2;0;0;0;;;;;
9;1;27/03/2020;6;1;5;2;0;;0;-1;0;0;0;;;;;
9;2;27/03/2020;2;0;2;2;0;;1;-1;0;0;0;;;;;
10;0;27/03/2020;61;13;48;3;6;;3;0;0;0;0;;;;;
10;1;27/03/2020;42;10;32;3;5;;3;0;0;0;0;;;;;
10;2;27/03/2020;17;3;14;0;1;;0;0;0;0;0;;;;;
11;0;27/03/2020;45;14;31;26;15;;7;3;3;0;0;;;;;
11;1;27/03/2020;31;10;21;12;12;;5;1;2;0;0;;;;;
11;2;27/03/2020;14;4;10;14;3;;2;2;1;0;0;;;;;
12;0;27/03/2020;24;6;18;13;5;;2;1;3;1;0;;;;;
12;1;27/03/2020;11;3;8;5;3;;1;0;0;0;0;;;;;
12;2;27/03/2020;13;3;10;8;2;;1;1;3;1;0;;;;;
13;0;27/03/2020;525;110;415;334;20;;91;13;25;4;0;;;;;
13;1;27/03/2020;285;74;211;161;8;;65;9;10;1;0;;;;;
13;2;27/03/2020;218;36;182;160;12;;24;4;15;3;0;;;;;
14;0;27/03/2020;63;21;42;12;2;;12;5;1;1;0;;;;;
14;1;27/03/2020;38;17;21;6;2;;6;3;1;1;0;;;;;
14;2;27/03/2020;25;4;21;6;0;;6;2;0;0;0;;;;;
15;0;27/03/2020;7;4;3;2;0;;1;0;0;0;0;;;;;
15;1;27/03/2020;4;2;2;2;0;;1;0;0;0;0;;;;;
15;2;27/03/2020;3;2;1;0;0;;0;0;0;0;0;;;;;
16;0;27/03/2020;27;5;22;8;4;;8;2;2;0;0;;;;;
16;1;27/03/2020;13;1;12;4;2;;3;0;1;0;0;;;;;
16;2;27/03/2020;11;3;8;3;2;;5;2;1;0;0;;;;;
17;0;27/03/2020;36;13;23;16;0;;0;2;1;0;0;;;;;
17;1;27/03/2020;23;9;14;9;0;;1;1;1;0;0;;;;;
17;2;27/03/2020;13;4;9;7;0;;-1;1;0;0;0;;;;;
18;0;27/03/2020;12;4;8;3;2;;3;-2;2;1;0;;;;;
18;1;27/03/2020;9;3;6;2;0;;4;0;1;0;0;;;;;
18;2;27/03/2020;3;1;2;1;2;;-1;-2;1;1;0;;;;;
19;0;27/03/2020;16;6;10;1;3;;0;0;0;0;0;;;;;
19;1;27/03/2020;10;4;6;1;3;;-1;0;0;0;0;;;;;
19;2;27/03/2020;6;2;4;0;0;;1;0;0;0;0;;;;;
21;0;27/03/2020;170;42;128;138;34;;7;2;-1;2;0;;;;;
21;1;27/03/2020;94;29;65;53;18;;6;2;0;1;0;;;;;
21;2;27/03/2020;76;13;63;83;16;;1;0;-1;1;0;;;;;
22;0;27/03/2020;32;5;27;3;1;;10;1;0;0;0;;;;;
22;1;27/03/2020;12;3;9;1;1;;4;1;0;0;0;;;;;
22;2;27/03/2020;20;2;18;2;0;;6;0;0;0;0;;;;;
23;0;27/03/2020;6;2;4;0;0;;2;2;0;0;0;;;;;
23;1;27/03/2020;5;2;3;0;0;;2;2;0;0;0;;;;;
23;2;27/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
24;0;27/03/2020;41;5;36;16;0;;8;1;0;0;0;;;;;
24;1;27/03/2020;18;3;15;8;0;;6;0;0;0;0;;;;;
24;2;27/03/2020;23;2;21;8;0;;2;1;0;0;0;;;;;
25;0;27/03/2020;100;37;63;60;21;;16;8;8;3;0;;;;;
25;1;27/03/2020;66;30;36;30;11;;13;7;6;1;0;;;;;
25;2;27/03/2020;34;7;27;30;10;;3;1;2;2;0;;;;;
26;0;27/03/2020;129;35;94;39;21;;13;5;13;3;0;;;;;
26;1;27/03/2020;87;27;60;15;12;;15;5;4;1;0;;;;;
26;2;27/03/2020;39;6;33;24;9;;-4;-1;9;2;0;;;;;
27;0;27/03/2020;37;10;27;0;1;;2;1;0;0;0;;;;;
27;1;27/03/2020;23;6;17;0;0;;2;1;0;0;0;;;;;
27;2;27/03/2020;14;4;10;0;1;;0;0;0;0;0;;;;;
28;0;27/03/2020;68;25;43;13;10;;10;5;3;2;0;;;;;
28;1;27/03/2020;51;20;31;3;3;;11;6;1;0;0;;;;;
28;2;27/03/2020;14;4;10;9;7;;-2;-1;2;2;0;;;;;
29;0;27/03/2020;41;9;32;23;5;;0;0;3;0;0;;;;;
29;1;27/03/2020;26;7;19;11;4;;-1;0;3;0;0;;;;;
29;2;27/03/2020;15;2;13;12;1;;1;0;0;0;0;;;;;
2A;0;27/03/2020;95;12;83;24;17;;7;-1;2;0;0;;;;;
2A;1;27/03/2020;52;9;43;12;9;;6;0;1;0;0;;;;;
2A;2;27/03/2020;43;3;40;12;8;;1;-1;1;0;0;;;;;
2B;0;27/03/2020;7;1;6;46;2;;0;1;5;0;0;;;;;
2B;1;27/03/2020;3;0;3;23;2;;0;0;2;0;0;;;;;
2B;2;27/03/2020;4;1;3;23;0;;0;1;3;0;0;;;;;
30;0;27/03/2020;25;11;14;19;6;;8;0;2;1;0;;;;;
30;1;27/03/2020;19;10;9;12;5;;4;0;2;1;0;;;;;
30;2;27/03/2020;6;1;5;7;1;;4;0;0;0;0;;;;;
31;0;27/03/2020;156;56;100;52;5;;16;1;3;2;0;;;;;
31;1;27/03/2020;108;47;61;22;4;;9;3;2;2;0;;;;;
31;2;27/03/2020;47;9;38;30;1;;7;-2;1;0;0;;;;;
32;0;27/03/2020;15;4;11;1;0;;5;1;0;0;0;;;;;
32;1;27/03/2020;14;4;10;1;0;;5;1;0;0;0;;;;;
32;2;27/03/2020;1;0;1;0;0;;0;0;0;0;0;;;;;
33;0;27/03/2020;204;53;151;91;15;;38;7;19;4;0;;;;;
33;1;27/03/2020;119;39;80;34;6;;15;5;8;2;0;;;;;
33;2;27/03/2020;82;13;69;57;9;;22;1;11;2;0;;;;;
34;0;27/03/2020;177;43;134;81;18;;25;6;11;2;0;;;;;
34;1;27/03/2020;103;30;73;33;8;;18;4;5;1;0;;;;;
34;2;27/03/2020;74;13;61;48;10;;7;2;6;1;0;;;;;
35;0;27/03/2020;53;16;37;38;3;;3;2;4;1;0;;;;;
35;1;27/03/2020;32;13;19;23;3;;3;1;2;1;0;;;;;
35;2;27/03/2020;21;3;18;15;0;;0;1;2;0;0;;;;;
36;0;27/03/2020;29;7;22;2;7;;6;0;1;2;0;;;;;
36;1;27/03/2020;15;4;11;1;2;;3;0;1;0;0;;;;;
36;2;27/03/2020;14;3;11;1;5;;3;0;0;2;0;;;;;
37;0;27/03/2020;51;15;36;18;3;;18;6;6;0;0;;;;;
37;1;27/03/2020;27;12;15;8;3;;7;4;3;0;0;;;;;
37;2;27/03/2020;24;3;21;10;0;;11;2;3;0;0;;;;;
38;0;27/03/2020;114;29;85;52;4;;26;11;6;0;0;;;;;
38;1;27/03/2020;66;23;43;28;3;;13;8;5;0;0;;;;;
38;2;27/03/2020;48;6;42;24;1;;13;3;1;0;0;;;;;
39;0;27/03/2020;48;12;36;5;0;;3;3;1;0;0;;;;;
39;1;27/03/2020;29;8;21;3;0;;2;2;0;0;0;;;;;
39;2;27/03/2020;19;4;15;2;0;;1;1;1;0;0;;;;;
40;0;27/03/2020;10;3;7;2;0;;2;0;0;0;0;;;;;
40;1;27/03/2020;5;2;3;2;0;;2;0;0;0;0;;;;;
40;2;27/03/2020;5;1;4;0;0;;0;0;0;0;0;;;;;
41;0;27/03/2020;24;4;20;8;0;;8;2;0;0;0;;;;;
41;1;27/03/2020;17;4;13;5;0;;5;2;0;0;0;;;;;
41;2;27/03/2020;7;0;7;3;0;;3;0;0;0;0;;;;;
42;0;27/03/2020;262;51;211;44;20;;15;1;12;1;0;;;;;
42;1;27/03/2020;169;40;129;25;13;;10;2;8;0;0;;;;;
42;2;27/03/2020;92;11;81;19;7;;5;-1;4;1;0;;;;;
43;0;27/03/2020;14;6;8;12;1;;1;0;1;1;0;;;;;
43;1;27/03/2020;10;6;4;3;1;;1;0;0;1;0;;;;;
43;2;27/03/2020;4;0;4;9;0;;0;0;1;0;0;;;;;
44;0;27/03/2020;128;33;95;33;12;;37;13;4;3;0;;;;;
44;1;27/03/2020;77;23;54;20;9;;23;11;3;3;0;;;;;
44;2;27/03/2020;49;8;41;13;3;;13;0;1;0;0;;;;;
45;0;27/03/2020;63;25;38;20;4;;4;0;2;1;0;;;;;
45;1;27/03/2020;36;20;16;11;2;;2;0;2;1;0;;;;;
45;2;27/03/2020;26;5;21;9;2;;2;0;0;0;0;;;;;
46;0;27/03/2020;3;1;2;5;0;;0;0;0;0;0;;;;;
46;1;27/03/2020;3;1;2;3;0;;0;0;0;0;0;;;;;
46;2;27/03/2020;0;0;0;2;0;;0;0;0;0;0;;;;;
47;0;27/03/2020;17;5;12;5;3;;1;2;1;0;0;;;;;
47;1;27/03/2020;9;3;6;2;3;;1;1;0;0;0;;;;;
47;2;27/03/2020;8;2;6;3;0;;0;1;1;0;0;;;;;
48;0;27/03/2020;7;2;5;3;0;;0;0;0;0;0;;;;;
48;1;27/03/2020;5;2;3;2;0;;0;0;0;0;0;;;;;
48;2;27/03/2020;2;0;2;1;0;;0;0;0;0;0;;;;;
49;0;27/03/2020;91;22;69;73;10;;12;2;8;2;0;;;;;
49;1;27/03/2020;59;13;46;33;6;;9;1;3;1;0;;;;;
49;2;27/03/2020;32;9;23;40;4;;3;1;5;1;0;;;;;
50;0;27/03/2020;26;7;19;11;4;;4;1;2;1;0;;;;;
50;1;27/03/2020;12;6;6;6;1;;-1;0;1;1;0;;;;;
50;2;27/03/2020;13;1;12;5;3;;4;1;1;0;0;;;;;
51;0;27/03/2020;218;47;171;80;20;;19;3;9;1;0;;;;;
51;1;27/03/2020;131;35;96;34;13;;13;1;3;0;0;;;;;
51;2;27/03/2020;85;12;73;44;7;;4;2;4;1;0;;;;;
52;0;27/03/2020;49;10;39;17;8;;13;1;4;1;0;;;;;
52;1;27/03/2020;28;6;22;7;3;;8;1;3;0;0;;;;;
52;2;27/03/2020;21;4;17;10;5;;5;0;1;1;0;;;;;
53;0;27/03/2020;45;6;39;3;3;;18;1;0;0;0;;;;;
53;1;27/03/2020;23;5;18;1;1;;5;0;0;0;0;;;;;
53;2;27/03/2020;22;1;21;2;2;;13;1;0;0;0;;;;;
54;0;27/03/2020;253;109;144;54;35;;44;16;13;2;0;;;;;
54;1;27/03/2020;147;74;73;26;20;;26;13;9;1;0;;;;;
54;2;27/03/2020;104;35;69;27;15;;17;3;4;1;0;;;;;
55;0;27/03/2020;128;13;115;37;13;;12;3;5;1;0;;;;;
55;1;27/03/2020;65;8;57;16;8;;12;3;3;0;0;;;;;
55;2;27/03/2020;63;5;58;21;5;;1;0;2;1;0;;;;;
56;0;27/03/2020;89;19;70;67;25;;0;1;10;4;0;;;;;
56;1;27/03/2020;61;18;43;32;15;;1;1;6;2;0;;;;;
56;2;27/03/2020;28;1;27;35;10;;-1;0;4;2;0;;;;;
57;0;27/03/2020;691;127;564;171;122;;49;7;27;23;0;;;;;
57;1;27/03/2020;377;99;278;75;65;;33;5;8;13;0;;;;;
57;2;27/03/2020;304;26;278;91;57;;16;2;18;10;0;;;;;
58;0;27/03/2020;6;3;3;0;0;;2;1;0;0;0;;;;;
58;1;27/03/2020;3;3;0;0;0;;1;1;0;0;0;;;;;
58;2;27/03/2020;3;0;3;0;0;;1;0;0;0;0;;;;;
59;0;27/03/2020;331;129;202;77;35;;48;23;27;8;0;;;;;
59;1;27/03/2020;193;95;98;43;20;;23;15;16;4;0;;;;;
59;2;27/03/2020;137;33;104;34;15;;24;7;11;4;0;;;;;
60;0;27/03/2020;232;52;180;120;66;;8;7;11;8;0;;;;;
60;1;27/03/2020;123;34;89;69;40;;2;4;6;5;0;;;;;
60;2;27/03/2020;109;18;91;51;26;;6;3;5;3;0;;;;;
61;0;27/03/2020;15;5;10;25;1;;1;0;1;0;0;;;;;
61;1;27/03/2020;10;4;6;9;1;;1;1;1;0;0;;;;;
61;2;27/03/2020;5;1;4;16;0;;0;-1;0;0;0;;;;;
62;0;27/03/2020;121;44;77;61;9;;2;1;9;0;0;;;;;
62;1;27/03/2020;74;33;41;34;6;;1;0;6;0;0;;;;;
62;2;27/03/2020;47;11;36;27;3;;1;1;3;0;0;;;;;
63;0;27/03/2020;27;5;22;14;0;;6;1;1;0;0;;;;;
63;1;27/03/2020;16;4;12;8;0;;5;1;0;0;0;;;;;
63;2;27/03/2020;11;1;10;6;0;;1;0;1;0;0;;;;;
64;0;27/03/2020;48;11;37;21;5;;9;2;3;1;0;;;;;
64;1;27/03/2020;27;9;18;13;2;;2;1;3;0;0;;;;;
64;2;27/03/2020;21;2;19;8;3;;7;1;0;1;0;;;;;
65;0;27/03/2020;17;3;14;5;1;;2;1;0;0;0;;;;;
65;1;27/03/2020;12;3;9;2;0;;2;1;0;0;0;;;;;
65;2;27/03/2020;5;0;5;3;1;;0;0;0;0;0;;;;;
66;0;27/03/2020;112;32;80;37;9;;-1;-3;8;1;0;;;;;
66;1;27/03/2020;56;21;35;14;4;;2;-1;3;0;0;;;;;
66;2;27/03/2020;56;11;45;23;5;;-3;-2;5;1;0;;;;;
67;0;27/03/2020;787;223;564;234;107;;60;19;10;14;0;;;;;
67;1;27/03/2020;464;170;294;123;61;;32;11;4;7;0;;;;;
67;2;27/03/2020;317;52;265;111;46;;29;8;6;8;0;;;;;
68;0;27/03/2020;963;128;835;409;290;;85;9;36;22;0;;;;;
68;1;27/03/2020;529;94;435;211;172;;57;6;14;13;0;;;;;
68;2;27/03/2020;425;30;395;195;115;;26;3;21;9;0;;;;;
69;0;27/03/2020;741;139;602;224;82;;97;25;56;16;0;;;;;
69;1;27/03/2020;397;102;295;87;41;;70;22;28;10;0;;;;;
69;2;27/03/2020;338;33;305;106;35;;31;3;28;7;0;;;;;
70;0;27/03/2020;67;23;44;22;6;;5;1;9;0;0;;;;;
70;1;27/03/2020;38;15;23;13;6;;1;1;8;0;0;;;;;
70;2;27/03/2020;29;8;21;9;0;;4;0;1;0;0;;;;;
71;0;27/03/2020;165;27;138;145;32;;16;5;5;3;0;;;;;
71;1;27/03/2020;91;20;71;53;15;;9;5;3;2;0;;;;;
71;2;27/03/2020;73;7;66;91;17;;7;0;2;1;0;;;;;
72;0;27/03/2020;53;12;41;22;3;;14;7;2;1;0;;;;;
72;1;27/03/2020;37;7;30;9;1;;8;2;2;0;0;;;;;
72;2;27/03/2020;16;5;11;13;2;;6;5;0;1;0;;;;;
73;0;27/03/2020;61;15;46;24;3;;9;2;5;1;0;;;;;
73;1;27/03/2020;33;13;20;12;2;;5;2;3;0;0;;;;;
73;2;27/03/2020;28;2;26;12;1;;4;0;2;1;0;;;;;
74;0;27/03/2020;162;40;122;106;19;;27;3;9;3;0;;;;;
74;1;27/03/2020;100;31;69;61;9;;16;2;7;1;0;;;;;
74;2;27/03/2020;62;9;53;44;10;;11;1;3;2;0;;;;;
75;0;27/03/2020;1656;441;1215;433;180;;163;66;80;41;0;;;;;
75;1;27/03/2020;1008;318;690;247;119;;91;49;51;25;0;;;;;
75;2;27/03/2020;631;122;509;182;61;;71;16;29;16;0;;;;;
76;0;27/03/2020;172;50;122;25;16;;21;11;7;2;0;;;;;
76;1;27/03/2020;96;33;63;12;12;;9;9;3;2;0;;;;;
76;2;27/03/2020;76;17;59;12;4;;12;2;3;0;0;;;;;
77;0;27/03/2020;321;110;211;108;21;;50;12;23;1;0;;;;;
77;1;27/03/2020;199;68;131;56;15;;30;4;15;1;0;;;;;
77;2;27/03/2020;120;41;79;52;6;;20;8;8;0;0;;;;;
78;0;27/03/2020;452;100;352;135;53;;38;0;23;10;0;;;;;
78;1;27/03/2020;276;77;199;80;33;;16;3;16;8;0;;;;;
78;2;27/03/2020;170;23;147;55;20;;21;-2;7;2;0;;;;;
79;0;27/03/2020;16;1;15;13;2;;1;0;0;1;0;;;;;
79;1;27/03/2020;8;1;7;6;0;;2;0;0;0;0;;;;;
79;2;27/03/2020;8;0;8;7;2;;-1;0;0;1;0;;;;;
80;0;27/03/2020;177;42;135;53;22;;8;0;6;2;0;;;;;
80;1;27/03/2020;112;31;81;24;12;;3;0;4;2;0;;;;;
80;2;27/03/2020;62;11;51;28;10;;5;0;2;0;0;;;;;
81;0;27/03/2020;25;12;13;8;1;;1;2;2;0;0;;;;;
81;1;27/03/2020;12;6;6;5;1;;1;1;1;0;0;;;;;
81;2;27/03/2020;13;6;7;3;0;;0;1;1;0;0;;;;;
82;0;27/03/2020;4;2;2;2;1;;1;0;0;0;0;;;;;
82;1;27/03/2020;4;2;2;0;1;;1;0;0;0;0;;;;;
82;2;27/03/2020;0;0;0;2;0;;0;0;0;0;0;;;;;
83;0;27/03/2020;114;33;81;138;12;;11;1;6;0;0;;;;;
83;1;27/03/2020;69;24;45;68;6;;9;1;2;0;0;;;;;
83;2;27/03/2020;44;9;35;70;6;;2;0;4;0;0;;;;;
84;0;27/03/2020;42;13;29;31;3;;7;3;4;0;0;;;;;
84;1;27/03/2020;25;10;15;14;2;;5;3;1;0;0;;;;;
84;2;27/03/2020;17;3;14;17;1;;2;0;3;0;0;;;;;
85;0;27/03/2020;54;11;43;10;3;;8;2;0;1;0;;;;;
85;1;27/03/2020;37;10;27;4;2;;4;2;0;1;0;;;;;
85;2;27/03/2020;17;1;16;6;1;;4;0;0;0;0;;;;;
86;0;27/03/2020;28;8;20;15;6;;4;2;2;2;0;;;;;
86;1;27/03/2020;17;7;10;7;0;;2;1;1;0;0;;;;;
86;2;27/03/2020;11;1;10;8;6;;2;1;1;2;0;;;;;
87;0;27/03/2020;33;4;29;3;4;;10;0;0;0;0;;;;;
87;1;27/03/2020;19;2;17;1;3;;8;0;0;0;0;;;;;
87;2;27/03/2020;14;2;12;2;1;;2;0;0;0;0;;;;;
88;0;27/03/2020;126;21;105;67;56;;25;4;10;9;0;;;;;
