dep;sexe;jour;hosp;rea;hosp - rea;rad;dc;dc ehpad;hosp quot;rea quot;rad quot;dc quot;dc ehpad quot;lits réa;hosp off;rea off;rad off;dc off
62;2;21/04/2020;227;19;208;319;68;;4;-1;49;4;0;;;;;
63;0;21/04/2020;66;22;44;102;27;;-3;0;5;0;0;;;;;
63;1;21/04/2020;37;17;20;56;16;;-1;1;3;0;0;;;;;
63;2;21/04/2020;29;5;24;46;11;;-2;-1;2;0;0;;;;;
64;0;21/04/2020;79;13;66;126;20;;0;0;0;0;0;;;;;
64;1;21/04/2020;40;10;30;68;14;;0;0;0;0;0;;;;;
64;2;21/04/2020;39;3;36;58;6;;0;0;0;0;0;;;;;
65;0;21/04/2020;77;4;73;75;17;;-6;0;5;1;0;;;;;
65;1;21/04/2020;32;3;29;41;7;;-3;0;3;0;0;;;;;
65;2;21/04/2020;45;1;44;33;10;;-3;0;2;1;0;;;;;
66;0;21/04/2020;29;13;16;242;25;;-2;0;5;0;0;;;;;
66;1;21/04/2020;20;11;9;101;11;;-3;0;5;0;0;;;;;
66;2;21/04/2020;9;2;7;141;14;;1;0;0;0;0;;;;;
67;0;21/04/2020;1026;202;824;1386;450;;5;-5;50;15;0;;;;;
67;1;21/04/2020;540;140;400;778;261;;-10;-3;34;8;0;;;;;
67;2;21/04/2020;479;62;417;600;186;;18;-2;14;7;0;;;;;
68;0;21/04/2020;971;116;855;1577;642;;-5;-6;54;3;0;;;;;
68;1;21/04/2020;500;77;423;852;392;;-1;-3;30;2;0;;;;;
68;2;21/04/2020;464;39;425;723;245;;-5;-3;24;1;0;;;;;
69;0;21/04/2020;1213;219;994;1452;431;;-16;-12;55;15;0;;;;;
69;1;21/04/2020;592;165;427;721;234;;-14;-12;28;10;0;;;;;
69;2;21/04/2020;617;54;563;698;187;;-3;0;27;5;0;;;;;
70;0;21/04/2020;91;18;73;146;60;;1;-1;3;0;0;;;;;
70;1;21/04/2020;49;13;36;79;37;;1;-1;1;0;0;;;;;
70;2;21/04/2020;41;5;36;66;23;;0;0;2;0;0;;;;;
71;0;21/04/2020;207;30;177;346;135;;-2;0;20;12;0;;;;;
71;1;21/04/2020;103;24;79;160;70;;-7;-2;11;7;0;;;;;
71;2;21/04/2020;104;6;98;184;65;;5;2;9;5;0;;;;;
72;0;21/04/2020;134;13;121;179;42;;-2;-1;-2;1;0;;;;;
72;1;21/04/2020;65;9;56;93;23;;-2;0;0;1;0;;;;;
72;2;21/04/2020;68;4;64;86;19;;0;-1;-2;0;0;;;;;
73;0;21/04/2020;86;13;73;268;38;;-1;-5;9;2;0;;;;;
73;1;21/04/2020;49;9;40;125;26;;1;-4;2;1;0;;;;;
73;2;21/04/2020;37;4;33;142;12;;-2;-1;7;1;0;;;;;
74;0;21/04/2020;262;48;214;524;121;;-6;-2;17;3;0;;;;;
74;1;21/04/2020;142;38;104;293;73;;-3;-3;9;3;0;;;;;
74;2;21/04/2020;115;9;106;224;48;;-3;1;8;0;0;;;;;
75;0;21/04/2020;2856;614;2242;3208;1273;;-77;-28;139;34;0;;;;;
75;1;21/04/2020;1576;462;1114;1897;812;;-62;-11;80;20;0;;;;;
75;2;21/04/2020;1248;148;1100;1286;451;;-21;-18;59;14;0;;;;;
76;0;21/04/2020;266;69;197;431;125;;-16;-3;21;6;0;;;;;
76;1;21/04/2020;138;47;91;206;82;;-12;-3;10;3;0;;;;;
76;2;21/04/2020;123;22;101;222;41;;-5;1;11;3;0;;;;;
77;0;21/04/2020;727;151;576;1374;397;;-25;-6;58;17;0;;;;;
77;1;21/04/2020;390;102;288;794;241;;-24;-6;35;14;0;;;;;
77;2;21/04/2020;331;48;283;566;155;;0;0;23;3;0;;;;;
78;0;21/04/2020;890;136;754;1175;371;;-11;0;40;14;0;;;;;
78;1;21/04/2020;448;104;344;673;224;;-18;1;24;12;0;;;;;
78;2;21/04/2020;432;30;402;497;145;;7;-1;16;3;0;;;;;
79;0;21/04/2020;31;5;26;32;14;;-2;0;2;1;0;;;;;
79;1;21/04/2020;18;2;16;14;8;;-1;0;2;0;0;;;;;
79;2;21/04/2020;13;3;10;18;6;;-1;0;0;1;0;;;;;
80;0;21/04/2020;330;48;282;399;152;;-17;-4;25;1;0;;;;;
80;1;21/04/2020;143;38;105;202;95;;-10;-1;9;0;0;;;;;
80;2;21/04/2020;184;10;174;190;56;;-7;-3;16;1;0;;;;;
81;0;21/04/2020;39;11;28;62;17;;-2;0;2;0;0;;;;;
81;1;21/04/2020;17;8;9;33;8;;-1;-1;1;0;0;;;;;
81;2;21/04/2020;22;3;19;28;9;;0;1;0;0;0;;;;;
82;0;21/04/2020;16;8;8;27;3;;0;0;0;0;0;;;;;
82;1;21/04/2020;12;6;6;15;3;;0;0;0;0;0;;;;;
82;2;21/04/2020;4;2;2;12;0;;0;0;0;0;0;;;;;
83;0;21/04/2020;307;50;257;470;90;;-5;1;12;3;0;;;;;
83;1;21/04/2020;179;37;142;260;50;;-3;3;6;3;0;;;;;
83;2;21/04/2020;127;13;114;209;39;;-1;0;6;0;0;;;;;
84;0;21/04/2020;67;14;53;144;26;;3;-2;1;2;0;;;;;
84;1;21/04/2020;39;11;28;73;16;;1;-2;1;2;0;;;;;
84;2;21/04/2020;28;3;25;71;10;;2;0;0;0;0;;;;;
85;0;21/04/2020;65;13;52;112;28;;-1;-1;6;2;0;;;;;
85;1;21/04/2020;33;9;24;63;19;;-2;0;3;1;0;;;;;
85;2;21/04/2020;32;4;28;49;9;;1;-1;3;1;0;;;;;
86;0;21/04/2020;59;17;42;73;25;;0;0;1;0;0;;;;;
86;1;21/04/2020;35;12;23;36;12;;0;0;1;0;0;;;;;
86;2;21/04/2020;23;4;19;37;12;;0;0;0;0;0;;;;;
87;0;21/04/2020;52;10;42;77;21;;1;0;3;1;0;;;;;
87;1;21/04/2020;23;7;16;38;10;;-2;0;3;0;0;;;;;
87;2;21/04/2020;29;3;26;38;11;;3;0;0;1;0;;;;;
88;0;21/04/2020;241;22;219;379;215;;-4;-1;18;6;0;;;;;
88;1;21/04/2020;115;15;100;201;127;;-1;0;10;2;0;;;;;
88;2;21/04/2020;125;7;118;176;88;;-3;-1;8;4;0;;;;;
89;0;21/04/2020;104;20;84;121;41;;11;0;4;0;0;;;;;
89;1;21/04/2020;51;19;32;67;24;;2;0;3;0;0;;;;;
89;2;21/04/2020;53;1;52;53;17;;9;0;1;0;0;;;;;
90;0;21/04/2020;175;28;147;322;134;;-13;-1;15;2;0;;;;;
90;1;21/04/2020;95;22;73;190;80;;-7;-2;8;0;0;;;;;
90;2;21/04/2020;79;6;73;132;54;;-6;1;7;2;0;;;;;
91;0;21/04/2020;1185;181;1004;893;341;;-16;-5;51;19;0;;;;;
91;1;21/04/2020;585;122;463;537;201;;-14;-4;28;11;0;;;;;
91;2;21/04/2020;579;54;525;351;137;;-1;-1;23;7;0;;;;;
92;0;21/04/2020;1923;365;1558;2223;716;;-60;-19;132;17;0;;;;;
92;1;21/04/2020;1054;276;778;1276;419;;-34;-17;69;13;0;;;;;
92;2;21/04/2020;849;86;763;936;293;;-27;-2;64;4;0;;;;;
93;0;21/04/2020;1560;213;1347;1714;717;;-2;-10;65;13;0;;;;;
93;1;21/04/2020;812;152;660;1029;448;;-14;-7;44;9;0;;;;;
93;2;21/04/2020;730;55;675;670;263;;11;-2;21;4;0;;;;;
94;0;21/04/2020;2214;323;1891;1691;794;;-1;-11;83;30;0;;;;;
94;1;21/04/2020;1162;237;925;954;450;;-8;-3;49;19;0;;;;;
94;2;21/04/2020;1031;85;946;718;327;;8;-7;33;10;0;;;;;
95;0;21/04/2020;914;143;771;1431;485;;-13;-5;46;8;0;;;;;
95;1;21/04/2020;498;101;397;841;310;;-17;-5;33;5;0;;;;;
95;2;21/04/2020;410;41;369;584;173;;4;0;13;3;0;;;;;
971;0;21/04/2020;24;15;9;68;12;;-8;-1;6;0;0;;;;;
971;1;21/04/2020;17;10;7;33;5;;-6;-1;4;0;0;;;;;
971;2;21/04/2020;7;5;2;35;7;;-2;0;2;0;0;;;;;
972;0;21/04/2020;36;10;26;60;13;;1;0;0;4;0;;;;;
972;1;21/04/2020;23;8;15;31;10;;1;0;0;3;0;;;;;
972;2;21/04/2020;13;2;11;29;3;;0;0;0;1;0;;;;;
973;0;21/04/2020;3;1;2;31;1;;-1;-1;2;1;0;;;;;
973;1;21/04/2020;1;0;1;15;1;;-1;-1;1;1;0;;;;;
973;2;21/04/2020;2;1;1;16;0;;0;0;1;0;0;;;;;
974;0;21/04/2020;14;2;12;94;0;;-1;0;1;0;0;;;;;
974;1;21/04/2020;10;2;8;44;0;;-1;0;1;0;0;;;;;
974;2;21/04/2020;4;0;4;50;0;;0;0;0;0;0;;;;;
976;0;21/04/2020;21;4;17;52;6;;-1;0;5;0;0;;;;;
976;1;21/04/2020;16;4;12;30;5;;-3;0;4;0;0;;;;;
976;2;21/04/2020;4;0;4;21;1;;1;0;1;0;0;;;;;
1;0;22/04/2020;167;19;148;211;68;8104;-2;-4;15;4;208;5000;29741;5218;40657;13236
1;1;22/04/2020;81;16;65;117;39;;0;-3;6;1;0;;;;;
1;2;22/04/2020;82;3;79;88;28;;-3;-1;9;3;0;;;;;
2;0;22/04/2020;279;40;239;554;188;;-16;0;39;5;0;;;;;
2;1;22/04/2020;139;27;112;218;112;;-7;0;15;4;0;;;;;
2;2;22/04/2020;140;13;127;334;73;;-9;0;24;1;0;;;;;
3;0;22/04/2020;55;18;37;103;23;;-1;0;4;1;0;;;;;
3;1;22/04/2020;27;13;14;45;11;;-1;0;1;0;0;;;;;
3;2;22/04/2020;27;5;22;57;11;;0;0;3;0;0;;;;;
4;0;22/04/2020;31;2;29;91;7;;-10;0;7;0;0;;;;;
4;1;22/04/2020;13;0;13;37;5;;-2;0;2;0;0;;;;;
4;2;22/04/2020;18;2;16;53;2;;-5;0;5;0;0;;;;;
5;0;22/04/2020;41;9;32;88;6;;0;0;1;0;0;;;;;
5;1;22/04/2020;16;5;11;53;2;;-1;0;1;0;0;;;;;
5;2;22/04/2020;25;4;21;35;4;;1;0;0;0;0;;;;;
6;0;22/04/2020;276;48;228;369;110;;7;0;13;2;0;;;;;
6;1;22/04/2020;141;27;114;173;59;;5;-2;3;2;0;;;;;
6;2;22/04/2020;124;17;107;187;49;;2;3;10;0;0;;;;;
7;0;22/04/2020;102;25;77;242;53;;-2;-1;5;1;0;;;;;
7;1;22/04/2020;64;22;42;101;34;;-4;-1;4;1;0;;;;;
7;2;22/04/2020;34;1;33;118;14;;2;0;1;0;0;;;;;
8;0;22/04/2020;59;13;46;104;42;;-6;-3;7;1;0;;;;;
8;1;22/04/2020;25;9;16;55;21;;-5;-1;5;2;0;;;;;
8;2;22/04/2020;34;4;30;47;21;;0;-2;1;-1;0;;;;;
9;0;22/04/2020;12;1;11;22;2;;0;0;0;0;0;;;;;
9;1;22/04/2020;3;1;2;13;1;;0;0;0;0;0;;;;;
9;2;22/04/2020;8;0;8;7;1;;0;0;0;0;0;;;;;
10;0;22/04/2020;253;18;235;300;90;;5;0;27;5;0;;;;;
10;1;22/04/2020;139;15;124;164;58;;3;0;14;4;0;;;;;
10;2;22/04/2020;111;2;109;135;31;;1;0;13;1;0;;;;;
11;0;22/04/2020;67;9;58;135;44;;-2;0;2;1;0;;;;;
11;1;22/04/2020;35;7;28;74;32;;-2;0;2;1;0;;;;;
11;2;22/04/2020;32;2;30;61;12;;0;0;0;0;0;;;;;
12;0;22/04/2020;62;3;59;79;20;;-3;0;6;0;0;;;;;
12;1;22/04/2020;27;2;25;41;11;;-1;0;4;0;0;;;;;
12;2;22/04/2020;35;1;34;38;9;;-2;0;2;0;0;;;;;
13;0;22/04/2020;1059;204;855;1881;319;;3;-7;77;30;0;;;;;
13;1;22/04/2020;565;146;419;957;169;;-14;-3;45;18;0;;;;;
13;2;22/04/2020;486;55;431;889;148;;17;-4;32;13;0;;;;;
14;0;22/04/2020;142;30;112;146;52;;-3;-3;4;0;0;;;;;
14;1;22/04/2020;61;22;39;84;36;;-3;-1;2;0;0;;;;;
14;2;22/04/2020;80;8;72;62;16;;0;-2;2;0;0;;;;;
15;0;22/04/2020;28;6;22;22;1;;-2;-1;2;0;0;;;;;
15;1;22/04/2020;17;5;12;13;0;;0;-1;1;0;0;;;;;
15;2;22/04/2020;11;1;10;9;1;;-2;0;1;0;0;;;;;
16;0;22/04/2020;10;2;8;36;10;;-2;-1;2;0;0;;;;;
16;1;22/04/2020;3;1;2;22;7;;-2;-1;2;0;0;;;;;
16;2;22/04/2020;6;0;6;14;3;;0;0;0;0;0;;;;;
17;0;22/04/2020;80;16;64;75;33;;-3;-1;0;1;0;;;;;
17;1;22/04/2020;50;14;36;42;21;;-1;-1;0;0;0;;;;;
17;2;22/04/2020;30;2;28;33;12;;-2;0;0;1;0;;;;;
18;0;22/04/2020;84;4;80;61;47;;-7;0;8;4;0;;;;;
18;1;22/04/2020;36;4;32;34;25;;-7;0;7;2;0;;;;;
18;2;22/04/2020;48;0;48;27;21;;0;0;1;2;0;;;;;
19;0;22/04/2020;72;10;62;53;22;;0;-2;1;0;0;;;;;
19;1;22/04/2020;43;7;36;28;20;;0;-1;1;0;0;;;;;
19;2;22/04/2020;28;2;26;25;2;;0;-1;0;0;0;;;;;
21;0;22/04/2020;361;63;298;529;179;;-5;0;12;1;0;;;;;
21;1;22/04/2020;163;34;129;240;107;;-1;0;6;0;0;;;;;
21;2;22/04/2020;197;29;168;285;72;;-3;0;5;1;0;;;;;
22;0;22/04/2020;58;6;52;104;24;;0;0;3;0;0;;;;;
22;1;22/04/2020;28;4;24;50;15;;2;0;0;0;0;;;;;
22;2;22/04/2020;29;2;27;54;9;;-2;0;3;0;0;;;;;
23;0;22/04/2020;27;8;19;16;5;;-2;-2;2;0;0;;;;;
23;1;22/04/2020;12;4;8;11;3;;-2;-2;2;0;0;;;;;
23;2;22/04/2020;15;4;11;5;2;;0;0;0;0;0;;;;;
24;0;22/04/2020;54;6;48;33;6;;-2;0;2;0;0;;;;;
24;1;22/04/2020;28;3;25;18;2;;-2;0;2;0;0;;;;;
24;2;22/04/2020;25;3;22;15;4;;0;0;0;0;0;;;;;
25;0;22/04/2020;198;55;143;358;99;;2;3;10;0;0;;;;;
25;1;22/04/2020;107;39;68;186;60;;0;2;5;0;0;;;;;
25;2;22/04/2020;88;14;74;169;38;;2;1;5;0;0;;;;;
26;0;22/04/2020;151;44;107;340;108;;-12;-2;33;0;0;;;;;
26;1;22/04/2020;91;30;61;185;64;;-8;-1;20;0;0;;;;;
26;2;22/04/2020;58;12;46;155;44;;-4;-1;13;0;0;;;;;
27;0;22/04/2020;101;4;97;77;59;;-1;0;1;1;0;;;;;
27;1;22/04/2020;48;4;44;38;30;;-1;0;1;0;0;;;;;
27;2;22/04/2020;52;0;52;38;29;;0;0;0;1;0;;;;;
28;0;22/04/2020;242;22;220;263;75;;2;-1;7;5;0;;;;;
28;1;22/04/2020;102;17;85;135;39;;-2;-1;5;3;0;;;;;
28;2;22/04/2020;130;4;126;116;35;;4;0;2;2;0;;;;;
29;0;22/04/2020;82;22;60;119;31;;-4;-3;6;0;0;;;;;
29;1;22/04/2020;46;16;30;70;19;;-3;-2;4;0;0;;;;;
29;2;22/04/2020;36;6;30;48;11;;-1;-1;2;0;0;;;;;
2A;0;22/04/2020;58;9;49;79;41;;-2;-2;5;0;0;;;;;
2A;1;22/04/2020;23;7;16;34;26;;0;0;0;0;0;;;;;
2A;2;22/04/2020;35;2;33;45;15;;-2;-2;5;0;0;;;;;
2B;0;22/04/2020;11;2;9;83;8;;4;0;0;1;0;;;;;
2B;1;22/04/2020;6;1;5;44;5;;3;0;0;1;0;;;;;
2B;2;22/04/2020;5;1;4;39;3;;1;0;0;0;0;;;;;
30;0;22/04/2020;151;37;114;143;37;;4;0;0;1;0;;;;;
30;1;22/04/2020;82;25;57;80;20;;3;0;0;1;0;;;;;
30;2;22/04/2020;69;12;57;63;17;;1;0;0;0;0;;;;;
31;0;22/04/2020;179;71;108;392;39;;-11;-7;17;2;0;;;;;
31;1;22/04/2020;114;61;53;210;27;;-11;-6;12;2;0;;;;;
31;2;22/04/2020;62;10;52;179;12;;0;-1;5;0;0;;;;;
32;0;22/04/2020;52;6;46;27;13;;2;1;0;0;0;;;;;
32;1;22/04/2020;28;4;24;17;8;;0;0;0;0;0;;;;;
32;2;22/04/2020;24;2;22;10;5;;2;1;0;0;0;;;;;
33;0;22/04/2020;279;77;202;540;96;;-7;-2;18;0;0;;;;;
33;1;22/04/2020;142;59;83;275;47;;-6;0;9;0;0;;;;;
33;2;22/04/2020;137;18;119;264;49;;0;-2;9;0;0;;;;;
34;0;22/04/2020;146;39;107;492;96;;-6;-3;8;0;0;;;;;
34;1;22/04/2020;70;26;44;244;56;;-3;-4;4;0;0;;;;;
34;2;22/04/2020;72;12;60;243;40;;-3;1;4;0;0;;;;;
35;0;22/04/2020;171;25;146;230;63;;-1;0;9;0;0;;;;;
35;1;22/04/2020;97;16;81;136;33;;4;-1;2;0;0;;;;;
35;2;22/04/2020;71;7;64;93;30;;-4;1;8;0;0;;;;;
36;0;22/04/2020;111;8;103;50;56;;0;0;5;6;0;;;;;
36;1;22/04/2020;50;4;46;20;34;;2;1;1;2;0;;;;;
36;2;22/04/2020;60;4;56;29;22;;-2;-1;4;4;0;;;;;
37;0;22/04/2020;168;38;130;168;53;;0;-3;0;2;0;;;;;
37;1;22/04/2020;84;29;55;87;36;;0;-2;-1;2;0;;;;;
37;2;22/04/2020;83;8;75;80;17;;0;-1;1;0;0;;;;;
38;0;22/04/2020;225;33;192;350;84;;2;2;11;3;0;;;;;
38;1;22/04/2020;106;25;81;173;50;;-2;2;9;2;0;;;;;
38;2;22/04/2020;116;8;108;175;34;;4;0;2;1;0;;;;;
39;0;22/04/2020;115;11;104;124;40;;-7;2;12;1;0;;;;;
39;1;22/04/2020;49;8;41;54;20;;2;2;3;1;0;;;;;
39;2;22/04/2020;64;2;62;70;20;;-9;0;9;0;0;;;;;
40;0;22/04/2020;28;3;25;38;10;;-1;-3;1;0;0;;;;;
40;1;22/04/2020;18;2;16;21;6;;-1;-1;1;0;0;;;;;
40;2;22/04/2020;10;1;9;17;4;;0;-2;0;0;0;;;;;
41;0;22/04/2020;113;15;98;97;36;;2;-2;7;0;0;;;;;
41;1;22/04/2020;56;12;44;52;24;;0;-1;3;0;0;;;;;
41;2;22/04/2020;57;3;54;45;12;;2;-1;4;0;0;;;;;
42;0;22/04/2020;445;88;357;501;161;;-18;-8;18;10;0;;;;;
42;1;22/04/2020;249;70;179;261;110;;-14;-7;9;8;0;;;;;
42;2;22/04/2020;193;16;177;234;51;;-4;-1;9;2;0;;;;;
43;0;22/04/2020;38;1;37;62;7;;1;-1;0;0;0;;;;;
43;1;22/04/2020;15;1;14;22;5;;1;-1;-1;0;0;;;;;
43;2;22/04/2020;23;0;23;40;2;;0;0;1;0;0;;;;;
44;0;22/04/2020;267;37;230;328;105;;-11;-5;18;4;0;;;;;
44;1;22/04/2020;130;30;100;182;60;;-4;-4;7;4;0;;;;;
44;2;22/04/2020;133;7;126;145;44;;-7;-1;11;0;0;;;;;
45;0;22/04/2020;255;64;191;338;61;;6;1;7;3;0;;;;;
45;1;22/04/2020;140;47;93;172;38;;3;-1;4;2;0;;;;;
45;2;22/04/2020;115;17;98;166;23;;3;2;3;1;0;;;;;
46;0;22/04/2020;26;9;17;110;14;;0;0;2;1;0;;;;;
46;1;22/04/2020;14;5;9;39;5;;1;0;0;1;0;;;;;
46;2;22/04/2020;12;4;8;71;9;;-1;0;2;0;0;;;;;
47;0;22/04/2020;36;3;33;33;5;;1;-1;0;0;0;;;;;
47;1;22/04/2020;21;3;18;17;5;;1;-1;0;0;0;;;;;
47;2;22/04/2020;15;0;15;15;0;;0;0;0;0;0;;;;;
48;0;22/04/2020;4;1;3;13;0;;-1;0;1;0;0;;;;;
48;1;22/04/2020;1;1;0;9;0;;-1;0;1;0;0;;;;;
48;2;22/04/2020;3;0;3;4;0;;0;0;0;0;0;;;;;
49;0;22/04/2020;188;34;154;334;82;;-5;-3;10;4;0;;;;;
49;1;22/04/2020;112;25;87;157;48;;-6;-3;4;4;0;;;;;
49;2;22/04/2020;74;9;65;175;34;;1;0;6;0;0;;;;;
50;0;22/04/2020;61;14;47;85;34;;-13;-4;7;2;0;;;;;
50;1;22/04/2020;37;12;25;44;16;;-7;-3;3;0;0;;;;;
50;2;22/04/2020;24;2;22;38;18;;-5;-1;3;2;0;;;;;
51;0;22/04/2020;340;48;292;612;190;;-2;2;19;4;0;;;;;
51;1;22/04/2020;190;37;153;278;114;;4;2;6;2;0;;;;;
51;2;22/04/2020;145;11;134;326;74;;-6;0;13;2;0;;;;;
52;0;22/04/2020;79;23;56;122;51;;-1;1;-25;0;0;;;;;
52;1;22/04/2020;38;11;27;70;23;;2;2;-5;-1;0;;;;;
52;2;22/04/2020;41;12;29;52;28;;-3;-1;-20;1;0;;;;;
53;0;22/04/2020;92;10;82;65;27;;2;0;4;0;0;;;;;
53;1;22/04/2020;38;8;30;35;14;;-3;0;4;0;0;;;;;
53;2;22/04/2020;54;2;52;30;13;;5;0;0;0;0;;;;;
54;0;22/04/2020;435;107;328;588;242;;-4;-8;8;8;0;;;;;
54;1;22/04/2020;225;77;148;282;141;;2;-4;5;3;0;;;;;
54;2;22/04/2020;199;25;174;285;99;;-6;-4;3;5;0;;;;;
55;0;22/04/2020;145;14;131;254;77;;0;-1;8;3;0;;;;;
55;1;22/04/2020;74;11;63;130;42;;1;-1;1;1;0;;;;;
55;2;22/04/2020;70;3;67;124;35;;-1;0;7;2;0;;;;;
56;0;22/04/2020;119;21;98;249;75;;-1;-1;6;0;0;;;;;
56;1;22/04/2020;69;19;50;138;46;;2;0;4;0;0;;;;;
56;2;22/04/2020;50;2;48;111;29;;-3;-1;2;0;0;;;;;
57;0;22/04/2020;994;137;857;1240;594;;6;-3;42;8;0;;;;;
57;1;22/04/2020;507;95;412;625;337;;6;-2;18;4;0;;;;;
57;2;22/04/2020;482;42;440;609;253;;0;-1;23;4;0;;;;;
58;0;22/04/2020;55;7;48;31;21;;-3;-2;2;2;0;;;;;
58;1;22/04/2020;19;5;14;10;10;;0;0;0;0;0;;;;;
58;2;22/04/2020;36;2;34;21;11;;-3;-2;2;2;0;;;;;
59;0;22/04/2020;932;207;725;1089;390;;0;-10;29;9;0;;;;;
59;1;22/04/2020;483;155;328;563;206;;0;-5;12;4;0;;;;;
59;2;22/04/2020;443;51;392;518;179;;1;-6;16;5;0;;;;;
60;0;22/04/2020;461;54;407;632;292;;-26;-4;35;9;0;;;;;
60;1;22/04/2020;209;38;171;338;169;;-17;-4;23;2;0;;;;;
60;2;22/04/2020;248;16;232;289;122;;-9;0;12;7;0;;;;;
61;0;22/04/2020;62;13;49;141;27;;-1;0;2;2;0;;;;;
61;1;22/04/2020;41;12;29;54;17;;-1;0;2;1;0;;;;;
61;2;22/04/2020;20;1;19;87;10;;0;0;0;1;0;;;;;
62;0;22/04/2020;459;78;381;645;169;;-14;-7;25;5;0;;;;;
62;1;22/04/2020;238;58;180;304;97;;-5;-7;8;1;0;;;;;
62;2;22/04/2020;217;18;199;336;72;;-10;-1;17;4;0;;;;;
63;0;22/04/2020;59;18;41;107;30;;-7;-4;5;3;0;;;;;
63;1;22/04/2020;32;14;18;59;19;;-5;-3;3;3;0;;;;;
63;2;22/04/2020;27;4;23;48;11;;-2;-1;2;0;0;;;;;
64;0;22/04/2020;77;12;65;130;20;;-2;-1;4;0;0;;;;;
64;1;22/04/2020;38;9;29;71;14;;-2;-1;3;0;0;;;;;
64;2;22/04/2020;39;3;36;59;6;;0;0;1;0;0;;;;;
65;0;22/04/2020;76;4;72;77;18;;-1;0;2;1;0;;;;;
65;1;22/04/2020;30;3;27;42;8;;-2;0;1;1;0;;;;;
65;2;22/04/2020;46;1;45;34;10;;1;0;1;0;0;;;;;
66;0;22/04/2020;26;12;14;246;25;;-3;-1;4;0;0;;;;;
66;1;22/04/2020;19;10;9;103;11;;-1;-1;2;0;0;;;;;
66;2;22/04/2020;7;2;5;143;14;;-2;0;2;0;0;;;;;
67;0;22/04/2020;992;194;798;1440;462;;-34;-8;54;12;0;;;;;
67;1;22/04/2020;521;134;387;808;269;;-19;-6;30;8;0;;;;;
67;2;22/04/2020;464;60;404;624;190;;-15;-2;24;4;0;;;;;
68;0;22/04/2020;946;117;829;1626;646;;-25;1;49;4;0;;;;;
68;1;22/04/2020;487;78;409;879;394;;-13;1;27;2;0;;;;;
68;2;22/04/2020;452;39;413;745;247;;-12;0;22;2;0;;;;;
69;0;22/04/2020;1204;207;997;1508;437;;-9;-12;56;6;0;;;;;
69;1;22/04/2020;582;156;426;747;237;;-10;-9;26;3;0;;;;;
69;2;22/04/2020;617;51;566;728;190;;0;-3;30;3;0;;;;;
70;0;22/04/2020;91;17;74;148;62;;0;-1;2;2;0;;;;;
70;1;22/04/2020;50;13;37;79;39;;1;0;0;2;0;;;;;
70;2;22/04/2020;40;4;36;68;23;;-1;-1;2;0;0;;;;;
71;0;22/04/2020;227;29;198;366;137;;20;-1;20;2;0;;;;;
71;1;22/04/2020;114;22;92;168;70;;11;-2;8;0;0;;;;;
71;2;22/04/2020;113;7;106;196;67;;9;1;12;2;0;;;;;
72;0;22/04/2020;139;13;126;181;43;;5;0;2;1;0;;;;;
72;1;22/04/2020;68;9;59;93;23;;3;0;0;0;0;;;;;
72;2;22/04/2020;70;4;66;88;20;;2;0;2;1;0;;;;;
73;0;22/04/2020;83;13;70;272;39;;-3;0;4;1;0;;;;;
73;1;22/04/2020;49;9;40;125;26;;0;0;0;0;0;;;;;
73;2;22/04/2020;34;4;30;146;13;;-3;0;4;1;0;;;;;
74;0;22/04/2020;259;44;215;535;122;;-3;-4;11;1;0;;;;;
74;1;22/04/2020;142;34;108;301;73;;0;-4;8;0;0;;;;;
74;2;22/04/2020;112;9;103;227;49;;-3;0;3;1;0;;;;;
75;0;22/04/2020;2784;589;2195;3334;1288;;-72;-25;126;15;0;;;;;
75;1;22/04/2020;1527;444;1083;1965;822;;-49;-18;68;10;0;;;;;
75;2;22/04/2020;1226;142;1084;1342;456;;-22;-6;56;5;0;;;;;
76;0;22/04/2020;259;72;187;447;127;;-7;3;16;2;0;;;;;
76;1;22/04/2020;134;49;85;213;83;;-4;2;7;1;0;;;;;
76;2;22/04/2020;119;23;96;231;42;;-4;1;9;1;0;;;;;
77;0;22/04/2020;718;148;570;1416;417;;-9;-3;42;20;0;;;;;
77;1;22/04/2020;389;103;286;818;248;;-1;1;24;7;0;;;;;
77;2;22/04/2020;325;45;280;583;168;;-6;-3;17;13;0;;;;;
78;0;22/04/2020;892;131;761;1208;378;;2;-5;33;7;0;;;;;
78;1;22/04/2020;450;100;350;688;229;;2;-4;15;5;0;;;;;
78;2;22/04/2020;432;29;403;515;147;;0;-1;18;2;0;;;;;
79;0;22/04/2020;29;3;26;35;14;;-2;-2;3;0;0;;;;;
79;1;22/04/2020;18;1;17;15;8;;0;-1;1;0;0;;;;;
79;2;22/04/2020;11;2;9;20;6;;-2;-1;2;0;0;;;;;
80;0;22/04/2020;329;48;281;418;159;;-1;0;19;7;0;;;;;
80;1;22/04/2020;142;38;104;210;97;;-1;0;8;2;0;;;;;
80;2;22/04/2020;183;10;173;201;61;;-1;0;11;5;0;;;;;
81;0;22/04/2020;40;12;28;63;17;;1;1;1;0;0;;;;;
81;1;22/04/2020;18;9;9;33;8;;1;1;0;0;0;;;;;
81;2;22/04/2020;22;3;19;29;9;;0;0;1;0;0;;;;;
82;0;22/04/2020;16;7;9;27;3;;0;-1;0;0;0;;;;;
82;1;22/04/2020;12;6;6;15;3;;0;0;0;0;0;;;;;
